Year,player,team,bbrefid,namefirst,namelast,suffix
2023,Kiké Hernández,BOS,hernaen02,Kiké,Hernández,
2023,Kiké Hernández,LAD,hernaen02,Kiké,Hernández,
2023,Mark Canha,NYM,canhama01,Mark,Canha,
2023,Mark Canha,MIL,canhama01,Mark,Canha,
2023,Lars Nootbaar,STL,nootbla01,Lars,Nootbaar,
2023,Triston Casas,BOS,casastr01,Triston,Casas,
2023,Jonah Heim,TEX,heimjo01,Jonah,Heim,
2023,Josh Lowe,TBR,lowejo01,Josh,Lowe,
2023,Esteury Ruiz,OAK,ruizes01,Esteury,Ruiz,
2023,Yordan Alvarez,HOU,alvaryo01,Yordan,Alvarez,
2023,Willson Contreras,STL,contrwi01,Willson,Contreras,
2023,Josh Naylor,CLE,naylojo01,Josh,Naylor,
2023,Ryan Noda,OAK,nodary01,Ryan,Noda,
2023,Geraldo Perdomo,ARI,perdoge01,Geraldo,Perdomo,
2023,Mauricio Dubón,HOU,dubonma01,Mauricio,Dubón,
2023,Wander Franco,TBR,francwa01,Wander,Franco,
2023,Max Kepler,MIN,keplema01,Max,Kepler,
2023,Shea Langeliers,OAK,langesh01,Shea,Langeliers,
2023,Eloy Jiménez,CHW,jimenel02,Eloy,Jiménez,
2023,Luis García Jr.,WSN,garcilu04,Luis,García,Jr.
2023,Tommy Pham,NYM,phamth01,Tommy,Pham,
2023,Tommy Pham,ARI,phamth01,Tommy,Pham,
2023,J.D. Martinez,LAD,martijd02,J.D.,Martinez,
2023,Andrew McCutchen,PIT,mccutan01,Andrew,McCutchen,
2023,Connor Joe,PIT,joeco01,Connor,Joe,
2023,Brandon Marsh,PHI,marshbr02,Brandon,Marsh,
2023,Randal Grichuk,COL,grichra01,Randal,Grichuk,
2023,Randal Grichuk,LAA,grichra01,Randal,Grichuk,
2023,Michael Conforto,SFG,confomi01,Michael,Conforto,
2023,Ryan Mountcastle,BAL,mountry01,Ryan,Mountcastle,
2023,Jordan Walker,STL,walkejo02,Jordan,Walker,
2023,Nolan Gorman,STL,gormano01,Nolan,Gorman,
2023,Michael Massey,KCR,massemi02,Michael,Massey,
2023,Kerry Carpenter,DET,carpeke01,Kerry,Carpenter,
2023,Aaron Judge,NYY,judgeaa01,Aaron,Judge,
2023,Chas McCormick,HOU,mccorch01,Chas,McCormick,
2023,Garrett Cooper,MIA,coopega03,Garrett,Cooper,
2023,Garrett Cooper,SDP,coopega03,Garrett,Cooper,
2023,Will Brennan,CLE,brennwi02,Will,Brennan,
2023,Adam Frazier,BAL,fraziad01,Adam,Frazier,
2023,Cedric Mullins,BAL,mullice01,Cedric,Mullins,
2023,Wilmer Flores,SFG,florewi01,Wilmer,Flores,
2023,Donovan Solano,MIN,solando01,Donovan,Solano,
2023,Brice Turang,MIL,turanbr02,Brice,Turang,
2023,Luis Rengifo,LAA,rengilu01,Luis,Rengifo,
2023,Alex Call,WSN,callal02,Alex,Call,
2023,Ezequiel Durán,TEX,duranez01,Ezequiel,Durán,
2023,Sean Murphy,ATL,murphse01,Sean,Murphy,
2023,Brandon Lowe,TBR,lowebr01,Brandon,Lowe,
2023,Harold Ramírez,TBR,ramirha02,Harold,Ramírez,
2023,Brenton Doyle,COL,doylebr02,Brenton,Doyle,
2023,Jace Peterson,OAK,peterja01,Jace,Peterson,
2023,Jace Peterson,ARI,peterja01,Jace,Peterson,
2023,Christopher Morel,CHC,morelch01,Christopher,Morel,
2023,Elly De La Cruz,CIN,delacel01,Elly,De La Cruz,
2023,Joc Pederson,SFG,pederjo01,Joc,Pederson,
2023,Jon Berti,MIA,bertijo01,Jon,Berti,
2023,Nolan Jones,COL,jonesno01,Nolan,Jones,
2023,Francisco Alvarez,NYM,alvarfr01,Francisco,Alvarez,
2023,Miguel Rojas,LAD,rojasmi02,Miguel,Rojas,
2023,Alejandro Kirk,TOR,kirkal01,Alejandro,Kirk,
2023,David Peralta,LAD,peralda01,David,Peralta,
2023,Anthony Rizzo,NYY,rizzoan01,Anthony,Rizzo,
2023,Robbie Grossman,TEX,grossro01,Robbie,Grossman,
2023,Yan Gomes,CHC,gomesya01,Yan,Gomes,
2023,Tony Kemp,OAK,kempto01,Tony,Kemp,
2023,Riley Greene,DET,greenri03,Riley,Greene,
2023,Jarred Kelenic,SEA,kelenja01,Jarred,Kelenic,
2023,Giancarlo Stanton,NYY,stantmi03,Giancarlo,Stanton,
2023,Charlie Blackmon,COL,blackch02,Charlie,Blackmon,
2023,Jose Altuve,HOU,altuvjo01,Jose,Altuve,
2023,Joey Wiemer,MIL,wiemejo01,Joey,Wiemer,
2023,Taylor Ward,LAA,wardta01,Taylor,Ward,
2023,Edouard Julien,MIN,julieed01,Edouard,Julien,
2023,Kevin Kiermaier,TOR,kiermke01,Kevin,Kiermaier,
2023,Martín Maldonado,HOU,maldoma01,Martín,Maldonado,
2023,Elvis Andrus,CHW,andruel01,Elvis,Andrus,
2023,Luke Raley,TBR,raleylu01,Luke,Raley,
2023,Yasmani Grandal,CHW,grandya01,Yasmani,Grandal,
2023,Brandon Belt,TOR,beltbr01,Brandon,Belt,
2023,Ramón Laureano,OAK,laurera01,Ramón,Laureano,
2023,Ramón Laureano,CLE,laurera01,Ramón,Laureano,
2023,Matt McLain,CIN,mclaima01,Matt,McLain,
2023,Connor Wong,BOS,wongco01,Connor,Wong,
2023,Jesús Sánchez,MIA,sanchje02,Jesús,Sánchez,
2023,Alek Thomas,ARI,thomaal01,Alek,Thomas,
2023,Mike Tauchman,CHC,tauchmi01,Mike,Tauchman,
2023,Paul DeJong,STL,dejonpa01,Paul,DeJong,
2023,Paul DeJong,TOR,dejonpa01,Paul,DeJong,
2023,Paul DeJong,SFG,dejonpa01,Paul,DeJong,
2023,Ramón Urías,BAL,uriasra01,Ramón,Urías,
2023,Brett Baty,NYM,batybr01,Brett,Baty,
2023,Michael A. Taylor,MIN,taylomi02,Michael,Taylor,
2023,Mike Moustakas,COL,moustmi01,Mike,Moustakas,
2023,Mike Moustakas,LAA,moustmi01,Mike,Moustakas,
2023,Edward Olivares,KCR,olivaed02,Edward,Olivares,
2023,Chris Taylor,LAD,tayloch03,Chris,Taylor,
2023,Jazz Chisholm Jr.,MIA,chishja01,Jazz,Chisholm,Jr.
2023,Andy Ibáñez,DET,ibanean01,Andy,Ibáñez,
2023,Mike Yastrzemski,SFG,yastrmi01,Mike,Yastrzemski,
2023,Jake Fraley,CIN,fraleja01,Jake,Fraley,
2023,Gabriel Moreno,ARI,morenga01,Gabriel,Moreno,
2023,Seth Brown,OAK,brownse01,Seth,Brown,
2023,Yainer Diaz,HOU,diazya02,Yainer,Diaz,
2023,Jason Heyward,LAD,heywaja01,Jason,Heyward,
2023,Ji Hwan Bae,PIT,baeji01,Ji,Bae,
2023,Brendan Donovan,STL,donovbr01,Brendan,Donovan,
2023,Miguel Cabrera,DET,cabremi01,Miguel,Cabrera,
2023,Kyle Farmer,MIN,farmeky01,Kyle,Farmer,
2023,Ryan O'Hearn,BAL,ohearry01,Ryan,O'Hearn,
2023,Jake Rogers,DET,rogerja03,Jake,Rogers,
2023,Jose Siri,TBR,sirijo01,Jose,Siri,
2023,Jarren Duran,BOS,duranja01,Jarren,Duran,
2023,Mike Trout,LAA,troutmi01,Mike,Trout,
2023,Brian Anderson,MIL,anderbr06,Brian,Anderson,
2023,Akil Baddoo,DET,baddoak01,Akil,Baddoo,
2023,Yoán Moncada,CHW,moncayo01,Yoán,Moncada,
2023,Christian Vázquez,MIN,vazquch01,Christian,Vázquez,
2023,Patrick Bailey,SFG,bailepa01,Patrick,Bailey,
2023,Adam Duvall,BOS,duvalad01,Adam,Duvall,
2023,Jorge Mateo,BAL,mateojo01,Jorge,Mateo,
2023,Josh Rojas,SEA,rojasjo01,Josh,Rojas,
2023,Taylor Walls,TBR,wallsta01,Taylor,Walls,
2023,Alec Burleson,STL,burleal01,Alec,Burleson,
2023,Byron Buxton,MIN,buxtoby01,Byron,Buxton,
2023,Gabriel Arias,CLE,ariasga01,Gabriel,Arias,
2023,Nick Pratto,KCR,prattni01,Nick,Pratto,
2023,Aledmys Díaz,OAK,diazal02,Aledmys,Díaz,
2023,Mitch Garver,TEX,garvemi01,Mitch,Garver,
2023,Blake Sabol,SFG,sabolbl01,Blake,Sabol,
2023,Gavin Sheets,CHW,sheetga01,Gavin,Sheets,
2023,Harrison Bader,NYY,baderha01,Harrison,Bader,
2023,Harrison Bader,CIN,baderha01,Harrison,Bader,
2023,Jorge Polanco,MIN,polanjo01,Jorge,Polanco,
2023,Starling Marte,NYM,martest01,Starling,Marte,
2023,Jake Meyers,HOU,meyerja02,Jake,Meyers,
2023,Cavan Biggio,TOR,biggica01,Cavan,Biggio,
2023,Drew Waters,KCR,waterdr01,Drew,Waters,
2023,Manuel Margot,TBR,margoma01,Manuel,Margot,
2023,Kris Bryant,COL,bryankr01,Kris,Bryant,
2023,Ryan Jeffers,MIN,jeffery01,Ryan,Jeffers,
2023,Christian Bethancourt,TBR,bethach01,Christian,Bethancourt,
2023,Joey Gallo,MIN,gallojo01,Joey,Gallo,
2023,Oswaldo Cabrera,NYY,cabreos01,Oswaldo,Cabrera,
2023,Nick Senzel,CIN,senzeni01,Nick,Senzel,
2023,Nick Allen,OAK,allenni02,Nick,Allen,
2023,Will Benson,CIN,bensowi01,Will,Benson,
2023,Yuli Gurriel,MIA,gourryu01,Yuli,Gurriel,
2023,Zach Neto,LAA,netoza01,Zach,Neto,
2023,Jean Segura,MIA,segurje01,Jean,Segura,
2023,Nick Fortes,MIA,forteni01,Nick,Fortes,
2023,Corey Julks,HOU,julksco01,Corey,Julks,
2023,Mickey Moniak,LAA,moniami01,Mickey,Moniak,
2023,Alex Kirilloff,MIN,kirilal01,Alex,Kirilloff,
2023,Daniel Vogelbach,NYM,vogelda01,Daniel,Vogelbach,
2023,Joey Wendle,MIA,wendljo01,Joey,Wendle,
2023,Andruw Monasterio,MIL,monasan01,Andruw,Monasterio,
2023,Owen Miller,MIL,milleow01,Owen,Miller,
2023,Kyle Isbel,KCR,isbelky01,Kyle,Isbel,
2023,Jake McCarthy,ARI,mccarja02,Jake,McCarthy,
2023,Aaron Hicks,NYY,hicksaa01,Aaron,Hicks,
2023,Aaron Hicks,BAL,hicksaa01,Aaron,Hicks,
2023,Eduardo Escobar,NYM,escobed01,Eduardo,Escobar,
2023,Elehuris Montero,COL,monteel01,Elehuris,Montero,
2023,Matt Thaiss,LAA,thaisma01,Matt,Thaiss,
2023,Miguel Vargas,LAD,vargami01,Miguel,Vargas,
2023,JJ Bleday,OAK,bledajj01,JJ,Bleday,
2023,Patrick Wisdom,CHC,wisdopa01,Patrick,Wisdom,
2023,Danny Jansen,TOR,janseda01,Danny,Jansen,
2023,Zack Gelof,OAK,gelofza01,Zack,Gelof,
2023,Edmundo Sosa,PHI,sosaed01,Edmundo,Sosa,
2023,Nick Madrigal,CHC,madrini01,Nick,Madrigal,
2023,Jordan Diaz,OAK,diazjo03,Jordan,Diaz,
2023,Nick Maton,DET,matonni01,Nick,Maton,
2023,Eric Haase,DET,haaseer01,Eric,Haase,
2023,Eric Haase,CLE,haaseer01,Eric,Haase,
2023,Travis d'Arnaud,ATL,darnatr01,Travis,d'Arnaud,
2023,Travis Jankowski,TEX,jankotr01,Travis,Jankowski,
2023,Emmanuel Rivera,ARI,riverem01,Emmanuel,Rivera,
2023,José Caballero,SEA,cabaljo01,José,Caballero,
2023,C.J. Cron,COL,croncj01,C.J.,Cron,
2023,C.J. Cron,LAA,croncj01,C.J.,Cron,
2023,Casey Schmitt,SFG,schmica01,Casey,Schmitt,
2023,Jake Bauers,NYY,bauerja01,Jake,Bauers,
2023,Stone Garrett,WSN,garrest01,Stone,Garrett,
2023,Gary Sánchez,NYM,sanchga02,Gary,Sánchez,
2023,Gary Sánchez,SDP,sanchga02,Gary,Sánchez,
2023,Tyler O'Neill,STL,oneilty01,Tyler,O'Neill,
2023,Joshua Palacios,PIT,palacjo01,Joshua,Palacios,
2023,Oscar Colás,CHW,colasos01,Oscar,Colás,
2023,Trey Mancini,CHC,mancitr01,Trey,Mancini,
2023,Nicky Lopez,KCR,lopezni01,Nicky,Lopez,
2023,Kyle Higashioka,NYY,higasky01,Kyle,Higashioka,
2023,Vinnie Pasquantino,KCR,pasquvi01,Vinnie,Pasquantino,
2023,Rodolfo Castro,PIT,castrro01,Rodolfo,Castro,
2023,Rodolfo Castro,PHI,castrro01,Rodolfo,Castro,
2023,Dylan Carlson,STL,carlsdy01,Dylan,Carlson,
2023,Henry Davis,PIT,davishe01,Henry,Davis,
2023,Stuart Fairchild,CIN,faircst01,Stuart,Fairchild,
2023,Santiago Espinal,TOR,espinsa01,Santiago,Espinal,
2023,Matt Wallner,MIN,wallnma01,Matt,Wallner,
2023,Luis Matos,SFG,matoslu02,Luis,Matos,
2023,Kevin Newman,CIN,newmake01,Kevin,Newman,
2023,Garrett Hampson,MIA,hampsga01,Garrett,Hampson,
2023,Mike Ford,SEA,fordmi01,Mike,Ford,
2023,Kolten Wong,SEA,wongko01,Kolten,Wong,
2023,Kolten Wong,LAD,wongko01,Kolten,Wong,
2023,Rob Refsnyder,BOS,refsnro01,Rob,Refsnyder,
2023,Tyrone Taylor,MIL,tayloty01,Tyrone,Taylor,
2023,Joey Votto,CIN,vottojo01,Joey,Votto,
2023,Christian Encarnacion-Strand,CIN,encarch01,Christian,Encarnacion-Strand,
2023,Andrew Knizner,STL,kniznan01,Andrew,Knizner,
2023,Royce Lewis,MIN,lewisro02,Royce,Lewis,
2023,Matt Carpenter,SDP,carpema01,Matt,Carpenter,
2023,Evan Longoria,ARI,longoev01,Evan,Longoria,
2023,Freddy Fermin,KCR,fermifr01,Freddy,Fermin,
2023,Mark Vientos,NYM,vientma01,Mark,Vientos,
2023,Josh Smith,TEX,smithjo11,Josh,Smith,
2023,Bo Naylor,CLE,naylobo01,Bo,Naylor,
2023,Mitch Haniger,SFG,hanigmi01,Mitch,Haniger,
2023,Pavin Smith,ARI,smithpa04,Pavin,Smith,
2023,Gio Urshela,LAA,urshegi01,Gio,Urshela,
2023,Jordan Westburg,BAL,westbjo01,Jordan,Westburg,
2023,Alan Trejo,COL,trejoal01,Alan,Trejo,
2023,Victor Caratini,MIL,caratvi01,Victor,Caratini,
2023,Sal Frelick,MIL,frelisa01,Sal,Frelick,
2023,Tucupita Marcano,PIT,marcatu01,Tucupita,Marcano,
2023,Liover Peguero,PIT,pegueli01,Liover,Peguero,
2023,Trevor Larnach,MIN,larnatr01,Trevor,Larnach,
2023,Austin Hedges,PIT,hedgeau01,Austin,Hedges,
2023,Nick Ahmed,ARI,ahmedni01,Nick,Ahmed,
2023,Matt Duffy,KCR,duffyma01,Matt,Duffy,
2023,Jared Triolo,PIT,triolja01,Jared,Triolo,
2023,Austin Slater,SFG,slateau01,Austin,Slater,
2023,Christian Arroyo,BOS,arroych01,Christian,Arroyo,
2023,Reese McGuire,BOS,mcguire01,Reese,McGuire,
2023,Kevin Pillar,ATL,pillake01,Kevin,Pillar,
2023,Endy Rodríguez,PIT,rodrien01,Endy,Rodríguez,
2023,Jake Cave,PHI,caveja01,Jake,Cave,
2023,Austin Barnes,LAD,barneau01,Austin,Barnes,
2023,Luke Maile,CIN,mailelu01,Luke,Maile,
2023,Logan O'Hoppe,LAA,ohopplo01,Logan,O'Hoppe,
2023,Jesse Winker,MIL,winkeje01,Jesse,Winker,
2023,Seby Zavala,CHW,zavalse01,Seby,Zavala,
2023,Brendan Rodgers,COL,rodgebr02,Brendan,Rodgers,
2023,Oswald Peraza,NYY,perazos02,Oswald,Peraza,
2023,Carlos Pérez,OAK,perezca02,Carlos,Pérez,
2023,Josh Donaldson,MIL,donaljo02,Josh,Donaldson,
2023,Jason Delay,PIT,delayja01,Jason,Delay,
2023,Pablo Reyes,BOS,reyespa01,Pablo,Reyes,
2023,DJ Stewart,NYM,stewadj01,DJ,Stewart,
2023,Anthony Rendon,LAA,rendoan01,Anthony,Rendon,
2023,Dominic Canzone,ARI,canzodo01,Dominic,Canzone,
2023,Dominic Canzone,SEA,canzodo01,Dominic,Canzone,
2023,Oscar González,CLE,gonzaos01,Oscar,González,
2023,Nelson Velázquez,CHC,velazne01,Nelson,Velázquez,
2023,Nelson Velázquez,KCR,velazne01,Nelson,Velázquez,
2023,Trayce Thompson,LAD,thomptr01,Trayce,Thompson,
2023,Trayce Thompson,CHW,thomptr01,Trayce,Thompson,
2023,Luis Urías,MIL,uriaslu01,Luis,Urías,
2023,Luis Urías,BOS,uriaslu01,Luis,Urías,
2023,Jake Alu,WSN,aluja01,Jake,Alu,
2023,Kole Calhoun,CLE,calhoko01,Kole,Calhoun,
2023,Luis Campusano,SDP,campulu01,Luis,Campusano,
2023,Lenyn Sosa,CHW,sosale01,Lenyn,Sosa,
2023,Chad Wallach,LAA,wallach01,Chad,Wallach,
2023,Raimel Tapia,BOS,tapiara01,Raimel,Tapia,
2023,Raimel Tapia,MIL,tapiara01,Raimel,Tapia,
2023,Raimel Tapia,TBR,tapiara01,Raimel,Tapia,
2023,Tyler Freeman,CLE,freemty01,Tyler,Freeman,
2023,Blake Perkins,MIL,perkibl01,Blake,Perkins,
2023,Trevor Story,BOS,storytr01,Trevor,Story,
2023,Jose Trevino,NYY,trevijo01,Jose,Trevino,
2023,Dylan Moore,SEA,mooredy01,Dylan,Moore,
2023,Johan Rojas,PHI,rojasjo03,Johan,Rojas,
2023,Francisco Mejia,TBR,mejiafr01,Francisco,Mejia,
2023,Zach Remillard,CHW,remilza01,Zach,Remillard,
2023,Tom Murphy,SEA,murphto04,Tom,Murphy,
2023,Riley Adams,WSN,adamsri03,Riley,Adams,
2023,Rougned Odor,SDP,odorro01,Rougned,Odor,
2023,Miguel Amaya,CHC,amayami01,Miguel,Amaya,
2023,Austin Nola,SDP,nolaau01,Austin,Nola,
2023,Nelson Cruz,SDP,cruzne02,Nelson,Cruz,
2023,Corey Dickerson,WSN,dickeco01,Corey,Dickerson,
2023,José Miranda,MIN,miranjo01,José,Miranda,
2023,Michael Toglia,COL,toglimi01,Michael,Toglia,
2023,Jonathan Schoop,DET,schoojo01,Jonathan,Schoop,
2023,Jose Barrero,CIN,garcijo02,Jose,Barrero,
2023,Willie Calhoun,NYY,calhowi01,Willie,Calhoun,
2023,Cam Gallagher,CLE,gallaca01,Cam,Gallagher,
2023,Miles Mastrobuoni,CHC,mastrmi01,Miles,Mastrobuoni,
2023,Enmanuel Valdéz,BOS,valdeen01,Enmanuel,Valdéz,
2023,Billy McKinney,NYY,mckinbi01,Billy,McKinney,
2023,Omar Narváez,NYM,narvaom01,Omar,Narváez,
2023,Kevin Smith,OAK,smithke05,Kevin,Smith,
2023,Parker Meadows,DET,meadopa01,Parker,Meadows,
2023,Austin Wynns,SFG,wynnsau01,Austin,Wynns,
2023,Austin Wynns,LAD,wynnsau01,Austin,Wynns,
2023,Austin Wynns,COL,wynnsau01,Austin,Wynns,
2023,AJ Pollock,SEA,polloaj01,AJ,Pollock,
2023,AJ Pollock,SFG,polloaj01,AJ,Pollock,
2023,Wil Myers,CIN,myerswi01,Wil,Myers,
2023,Davis Schneider,TOR,schneda03,Davis,Schneider,
2023,David Villar,SFG,villada01,David,Villar,
2023,Mike Zunino,CLE,zuninmi01,Mike,Zunino,
2023,Matthew Batten,SDP,battema01,Matthew,Batten,
2023,Ryan McKenna,BAL,mckenry01,Ryan,McKenna,
2023,Dairon Blanco,KCR,blancda02,Dairon,Blanco,
2023,Tyler Soderstrom,OAK,soderty01,Tyler,Soderstrom,
2023,Masyn Winn,STL,winnma01,Masyn,Winn,
2023,Rafael Ortega,NYM,ortegra01,Rafael,Ortega,
2023,Nolan Schanuel,LAA,schanno01,Nolan,Schanuel,
2023,Brett Wisely,SFG,wiselbr01,Brett,Wisely,
2023,Lawrence Butler,OAK,butlela01,Lawrence,Butler,
2023,Nick Gonzales,PIT,gonzani01,Nick,Gonzales,
2023,Víctor Robles,WSN,roblevi01,Víctor,Robles,
2023,Garrett Stubbs,PHI,stubbga01,Garrett,Stubbs,
2023,Tucker Barnhart,CHC,barnhtu01,Tucker,Barnhart,
2023,Noelvi Marté,CIN,marteno01,Noelvi,Marté,
2023,Alfonso Rivas III,SDP,rivasal01,Alfonso,Rivas,III
2023,Alfonso Rivas III,PIT,rivasal01,Alfonso,Rivas,III
2023,Jacob Young,WSN,youngja03,Jacob,Young,
2023,José Herrera,ARI,herrejo04,José,Herrera,
2023,Avisaíl García,MIA,garciav01,Avisaíl,García,
2023,Jiman Choi,PIT,choiji01,Jiman,Choi,
2023,Jiman Choi,SDP,choiji01,Jiman,Choi,
2023,Jared Walsh,LAA,walshja01,Jared,Walsh,
2023,Jesús Aguilar,OAK,aguilje01,Jesús,Aguilar,
2023,Jackie Bradley Jr.,KCR,bradlja02,Jackie,Bradley,Jr.
2023,David Fry,CLE,fryda01,David,Fry,
2023,Yu Chang,BOS,changyu01,Yu,Chang,
2023,Alika Williams,PIT,willial04,Alika,Williams,
2023,Tyler Nevin,DET,nevinty01,Tyler,Nevin,
2023,Sam Haggerty,SEA,haggesa01,Sam,Haggerty,
2023,Ronny Mauricio,NYM,mauriro01,Ronny,Mauricio,
2023,Jonah Bride,OAK,bridejo01,Jonah,Bride,
2023,Jon Singleton,MIL,singljo02,Jon,Singleton,
2023,Jon Singleton,HOU,singljo02,Jon,Singleton,
2023,Jonathan Davis,MIA,davisjo05,Jonathan,Davis,
2023,Jonathan Aranda,TBR,arandjo01,Jonathan,Aranda,
2023,Everson Pereira,NYY,pereiev01,Everson,Pereira,
2023,José Azócar,SDP,azocajo01,José,Azócar,
2023,Dominic Fletcher,ARI,fletcdo01,Dominic,Fletcher,
2023,Richie Palacios,STL,palacri01,Richie,Palacios,
2023,Eric Hosmer,CHC,hosmeer01,Eric,Hosmer,
2023,Cade Marlowe,SEA,marloca01,Cade,Marlowe,
2023,Luken Baker,STL,bakerlu01,Luken,Baker,
2023,Matt Mervis,CHC,mervima01,Matt,Mervis,
2023,David Fletcher,LAA,fletcda02,David,Fletcher,
2023,Romy González,CHW,gonzaro01,Romy,González,
2023,Curt Casali,CIN,casalcu01,Curt,Casali,
2023,Michael Chavis,WSN,chavimi01,Michael,Chavis,
2023,Joey Bart,SFG,bartjo01,Joey,Bart,
2023,Cristian Pache,PHI,pachecr01,Cristian,Pache,
2023,Osleivis Basabe,TBR,basabos01,Osleivis,Basabe,
2023,David Hensley,HOU,henslda01,David,Hensley,
2023,Carter Kieboom,WSN,kieboca01,Carter,Kieboom,
2023,Andrew Velazquez,LAA,velazan01,Andrew,Velazquez,
2023,Nick Gordon,MIN,gordoni01,Nick,Gordon,
2023,Curtis Mead,TBR,meadcu01,Curtis,Mead,
2023,Hunter Dozier,KCR,doziehu01,Hunter,Dozier,
2023,Hanser Alberto,CHW,alberha01,Hanser,Alberto,
2023,Miguel Andujar,PIT,andujmi01,Miguel,Andujar,
2023,Jordan Luplow,TOR,luplojo01,Jordan,Luplow,
2023,Jordan Luplow,MIN,luplojo01,Jordan,Luplow,
2023,Ceddanne Rafaela,BOS,rafaece01,Ceddanne,Rafaela,
2023,Conner Capel,OAK,capelco01,Conner,Capel,
2023,Brandon Dixon,SDP,dixonbr01,Brandon,Dixon,
2023,Henry Ramos,CIN,ramoshe01,Henry,Ramos,
2023,Brayan Rocchio,CLE,rocchbr01,Brayan,Rocchio,
2023,Brett Sullivan,SDP,sullibr01,Brett,Sullivan,
2023,Wilyer Abreu,BOS,abreuwi02,Wilyer,Abreu,
2023,Vidal Bruján,TBR,brujavi01,Vidal,Bruján,
2023,Xavier Edwards,MIA,edwarxa01,Xavier,Edwards,
2023,Jake Marisnick,CHW,marisja01,Jake,Marisnick,
2023,Jake Marisnick,DET,marisja01,Jake,Marisnick,
2023,Jake Marisnick,LAD,marisja01,Jake,Marisnick,
2023,Taylor Motter,STL,motteta01,Taylor,Motter,
2023,Michael Busch,LAD,buschmi02,Michael,Busch,
2023,Yonathan Daza,COL,dazayo01,Yonathan,Daza,
2023,Vaughn Grissom,ATL,grissva01,Vaughn,Grissom,
2023,Nick Martini,CIN,martini02,Nick,Martini,
2023,Ben Rortvedt,NYY,rortvbe01,Ben,Rortvedt,
2023,Sam Hilliard,ATL,hillisa01,Sam,Hilliard,
2023,Colton Cowser,BAL,cowseco01,Colton,Cowser,
2023,Hunter Goodman,COL,goodmhu01,Hunter,Goodman,
2023,Clint Frazier,CHW,frazicl01,Clint,Frazier,
2023,Evan Carter,TEX,carteev01,Evan,Carter,
2023,Austin Wells,NYY,wellsau01,Austin,Wells,
2023,Luke Voit,MIL,voitlu01,Luke,Voit,
2023,Garrett Mitchell,MIL,mitchga01,Garrett,Mitchell,
2023,Mark Mathias,PIT,mathima01,Mark,Mathias,
2023,Mark Mathias,SFG,mathima01,Mark,Mathias,
2023,Matt Beaty,KCR,beatyma01,Matt,Beaty,
2023,Franchy Cordero,NYY,cordefr02,Franchy,Cordero,
2023,Estevan Florial,NYY,flories01,Estevan,Florial,
2023,Brett Phillips,LAA,phillbr02,Brett,Phillips,
2023,Michael Stefanic,LAA,stefami01,Michael,Stefanic,
2023,Korey Lee,CHW,leeko01,Korey,Lee,
2023,Dane Myers,MIA,myersda01,Dane,Myers,
2023,Samad Taylor,KCR,taylosa04,Samad,Taylor,
2023,Nick Loftin,KCR,loftini01,Nick,Loftin,
2023,Tim Locastro,NYM,locasti01,Tim,Locastro,
2023,Brad Miller,TEX,millebr02,Brad,Miller,
2023,Jonathan Araúz,NYM,arauzjo01,Jonathan,Araúz,
2023,Franmil Reyes,KCR,reyesfr01,Franmil,Reyes,
2023,Jason Vosler,CIN,vosleja01,Jason,Vosler,
2023,Juan Yepez,STL,yepezju01,Juan,Yepez,
2023,Wade Meckler,SFG,mecklwa01,Wade,Meckler,
2023,Jo Adell,LAA,adelljo01,Jo,Adell,
2023,José Fermín,STL,fermijo01,José,Fermín,
2023,Tomás Nido,NYM,nidoto01,Tomás,Nido,
2023,Heliot Ramos,SFG,ramoshe02,Heliot,Ramos,
2023,Bubba Thompson,TEX,thompbu01,Bubba,Thompson,
2023,Michael Brantley,HOU,brantmi02,Michael,Brantley,
2023,Darin Ruf,SFG,rufda01,Darin,Ruf,
2023,Darin Ruf,MIL,rufda01,Darin,Ruf,
2023,Trey Cabbage,LAA,cabbatr01,Trey,Cabbage,
2023,Darick Hall,PHI,hallda02,Darick,Hall,
2023,Taylor Trammell,SEA,trammta01,Taylor,Trammell,
2023,Terrin Vavra,BAL,vavrate01,Terrin,Vavra,
2023,Tyler Wade,OAK,wadety01,Tyler,Wade,
2023,Kyle Lewis,ARI,lewisky01,Kyle,Lewis,
2023,Bobby Dalbec,BOS,dalbebo01,Bobby,Dalbec,
2023,Carlos Pérez,CHW,perezca03,Carlos,Pérez,
2023,Ernie Clement,TOR,clemeer01,Ernie,Clement,
2023,Jorge Alfaro,COL,alfarjo01,Jorge,Alfaro,
2023,Jorge Alfaro,BOS,alfarjo01,Jorge,Alfaro,
2023,Derek Hill,WSN,hillde01,Derek,Hill,
2023,Bryce Johnson,SFG,johnsbr03,Bryce,Johnson,
2023,Jared Young,CHC,youngja02,Jared,Young,
2023,Tyler Heineman,PIT,heinety01,Tyler,Heineman,
2023,Tyler Heineman,TOR,heinety01,Tyler,Heineman,
2023,Kyren Paris,LAA,parisky01,Kyren,Paris,
2023,Cody Thomas,OAK,thomaco01,Cody,Thomas,
2023,Jonny DeLuca,LAD,delucjo01,Jonny,DeLuca,
2023,Sam Huff,TEX,huffsa01,Sam,Huff,
2023,Grae Kessinger,HOU,kessigr01,Grae,Kessinger,
2023,Marco Luciano,SFG,luciama01,Marco,Luciano,
2023,Iván Herrera,STL,herreiv01,Iván,Herrera,
